Master_Record_Number,County,City,Date,Year,Crash_Type,Cross_Street,Primary_Factor,Manner_of_Collision,Injury_Status,Light_Conditions,Weather_Conditions,Surface_Conditions,Latitude,Longitude,Nature_of_Injury,Fatal_SSI
904788455,MARION,INDIANAPOLIS,8/27/25,2025,Pedalcyclist,MINNESOTA ST & SLOAN AVE,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7455628,-86.0875852,ABRASION,Other
904790795,MARION,INDIANAPOLIS,8/30/25,2025,Pedalcyclist,EAST 20TH ST & MONON TRLAIL,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.79403063,-86.14011226,COMPLAINT OF PAIN,Other
904790939,MARION,INDIANAPOLIS,8/25/25,2025,Pedalcyclist,WESTLANE RD & WARRIOR TRAIL,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,WET,39.88561439,-86.19460648,COMPLAINT OF PAIN,Other
904772425,MARION,INDIANAPOLIS,8/1/25,2025,Pedestrian,E. 34TH STREET & HOVEY,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.81803201,-86.13259998,INTERNAL,SSI
904775206,MARION,INDIANAPOLIS,8/6/25,2025,Pedestrian,E 52ND STREET & N TACOMA AVE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.84776472,-86.12052505,COMPLAINT OF PAIN,Other
904777879,MARION,INDIANAPOLIS,8/9/25,2025,Pedalcyclist,EAST STOP 11 ROAD & MCFARLAND ROAD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.6502802,-86.11184257,ABRASION,Other
904777909,MARION,INDIANAPOLIS,8/9/25,2025,Pedestrian,N. ARLINGTON AVE  & N. RADNOR RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.84482558,-86.06502234,COMPLAINT OF PAIN,Other
904778309,MARION,INDIANAPOLIS,8/11/25,2025,Pedestrian,N KEYSTONE AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.8878238,-86.1198115,MINOR BLEEDING,Other
904778658,MARION,INDIANAPOLIS,8/1/25,2025,Pedestrian,E 42ND ST,PEDESTRIAN ACTION,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.83107354,-86.13793832,COMPLAINT OF PAIN,Other
904779108,MARION,INDIANAPOLIS,8/10/25,2025,Pedestrian,NORTH TREMONT ST ,FAILURE TO MAINTAIN LANE,RAN OFF ROAD,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.78508962,-86.20086734,ABRASION,Other
904779617,MARION,INDIANAPOLIS,8/8/25,2025,Pedestrian,W TROY AVE & SOUTHWEST DR,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.72050936,-86.24455033,CRUSH INJURY,SSI
904779708,MARION,INDIANAPOLIS,8/13/25,2025,Pedestrian,N ARLINGTON AVE & E 23RD ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.80004275,-86.06455304,UNCONSCIOUSNESS,SSI
904782145,MARION,INDIANAPOLIS,8/16/25,2025,Pedestrian,S WORTH AVE & W WASHINGTON ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NOT REPORTED,DAYLIGHT,CLEAR,DRY,39.751395,-86.25487702,NONE VISIBLE,Other
904782657,MARION,INDIANAPOLIS,8/11/25,2025,Pedestrian,W 38TH ST,UNSAFE BACKING,BACKING CRASH,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.82320112,-86.25996998,COMPLAINT OF PAIN,Other
904782678,MARION,INDIANAPOLIS,8/18/25,2025,Pedestrian,W 10TH ST & TOMAHAWK TRAIL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,RAIN,WET,39.7790301,-86.3004588,FRACTURE/DISLOCATION,SSI
904783343,MARION,INDIANAPOLIS,8/18/25,2025,Pedestrian,E 42ND ST & N COLLEGE AVE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.83231983,-86.14526568,COMPLAINT OF PAIN,Other
904784314,MARION,INDIANAPOLIS,8/3/25,2025,Pedestrian,I-465 & I-465,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.83454733,-86.27578786,CRUSH INJURY,Fatal
904784664,MARION,INDIANAPOLIS,8/20/25,2025,Pedestrian,EAST OHIO STREET,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.7695599,-86.1491562,COMPLAINT OF PAIN,Other
904784820,MARION,INDIANAPOLIS,8/21/25,2025,Pedestrian,E NEW YORK ST & N COLORADO AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7721302,-86.0949909,COMPLAINT OF PAIN,Other
904784905,MARION,INDIANAPOLIS,8/22/25,2025,Pedestrian, ENGLISH AVE & E PLEASANT RUN PKWY N DR,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.7597775,-86.111733,ABRASION,Other
904785670,MARION,INDIANAPOLIS,8/19/25,2025,Pedestrian,MERIDIAN ST & E 38TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.8244054,-86.1567878,COMPLAINT OF PAIN,Other
904786526,MARION,INDIANAPOLIS,8/24/25,2025,Pedestrian,SOUTHPORT CROSSINGS DRIVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.66526579,-86.09194658,CONTUSION/BRUISE,Other
904788523,MARION,INDIANAPOLIS,8/27/25,2025,Pedestrian,E 38TH ST  & N ARLINGTON AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.8254494,-86.06485366,COMPLAINT OF PAIN,Other
904790841,MARION,INDIANAPOLIS,8/30/25,2025,Pedestrian,E 96TH ST ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.9270282,-86.1078734,COMPLAINT OF PAIN,Other
904804752,MARION,INDIANAPOLIS,8/31/25,2025,Pedestrian,US 31 S & COUNTY LINE RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (LIGHTED),CLEAR,DRY,39.63558273,-86.12696445,FRACTURE/DISLOCATION,Fatal
904792610,MARION,INDIANAPOLIS,9/4/25,2025,Pedalcyclist,46TH STREET & MONON TRAIL,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.839706,-86.140407,COMPLAINT OF PAIN,Other
904793369,MARION,INDIANAPOLIS,9/3/25,2025,Pedalcyclist,16TH ST & MONON TRL,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7885026,-86.1400997,COMPLAINT OF PAIN,Other
904794264,MARION,INDIANAPOLIS,9/5/25,2025,Pedalcyclist,S OAKLAND AVE & ENGLISH AVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.760369,-86.112884,MINOR BLEEDING,Other
904794285,MARION,INDIANAPOLIS,9/5/25,2025,Pedalcyclist,E 49TH ST & BROADWAY ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.842777,-86.14728,COMPLAINT OF PAIN,Other
904794778,MARION,INDIANAPOLIS,9/5/25,2025,Pedalcyclist,OLIVER AVENUE & ROCHESTER AVENUE,LEFT OF CENTER,NON-COLLISION,FATAL,DAWN/DUSK,CLEAR,DRY,39.757287,-86.220923,INTERNAL,Fatal
904795230,MARION,INDIANAPOLIS,9/8/25,2025,Pedalcyclist,E 46TH ST & KINGSLEY DR,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.840193,-86.129589,NONE VISIBLE,Other
904795548,MARION,INDIANAPOLIS,9/8/25,2025,Pedalcyclist,10TH ST & WATERWAY BLVD,FAILURE TO YIELD RIGHT OF WAY,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7811561,-86.181365,FRACTURE/DISLOCATION,SSI
904797195,MARION,INDIANAPOLIS,9/11/25,2025,Pedalcyclist,SOUTHEASTERN AVE & SENOUR RD,FOLLOWING TOO CLOSELY,REAR END,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.684724,-85.975458,CONTUSION/BRUISE,Other
904799790,MARION,INDIANAPOLIS,9/15/25,2025,Pedalcyclist,W 10TH ST & N VINEWOOD AVE,FOLLOWING TOO CLOSELY,REAR END,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.779751,-86.265863,ABRASION,Other
904800130,MARION,INDIANAPOLIS,9/15/25,2025,Pedalcyclist,NORTH RURAL STREET & KESSLER BOULEVARD EAST DRIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.862352,-86.117483,MINOR BLEEDING,Other
904800861,MARION,INDIANAPOLIS,9/16/25,2025,Pedalcyclist,SOUTHPORT RD & EMERSON AVE,DISREGARD SIGNAL/REG SIGN,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.666002,-86.082399,COMPLAINT OF PAIN,Other
904800901,MARION,INDIANAPOLIS,9/16/25,2025,Pedalcyclist,W MOORESVILLE RD & PADDOCK RD,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.647399,-86.2897861,COMPLAINT OF PAIN,Other
904800908,MARION,INDIANAPOLIS,9/16/25,2025,Pedalcyclist,N LUETT AVE & W NORTH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.775217,-86.224133,CRUSH INJURY,SSI
904800909,MARION,INDIANAPOLIS,9/16/25,2025,Pedalcyclist,KENTUCKY AVE & FOLTZ ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.718271,-86.229941,ABRASION,Other
904802747,MARION,INDIANAPOLIS,9/18/25,2025,Pedalcyclist,11TH ST & 12TH ST,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.780548,-86.282889,FRACTURE/DISLOCATION,SSI
904803779,MARION,INDIANAPOLIS,9/20/25,2025,Pedalcyclist,N. TALBOTT ST. & E. MARKET ST.,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.768434,-86.15532,COMPLAINT OF PAIN,Other
904804326,MARION,LAWRENCE,9/22/25,2025,Pedalcyclist,BAYCREEK DR & EYFORD LN,PEDESTRIAN ACTION,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,WET,39.897647,-85.971202,MINOR BLEEDING,Other
904804549,MARION,INDIANAPOLIS,9/22/25,2025,Pedalcyclist,FIVE POINTS ROAD & STONEPOINT WAY,PEDESTRIAN ACTION,RAN OFF ROAD,NON-INCAPACITATING,DAWN/DUSK,CLOUDY,WET,39.669647,-86.044478,COMPLAINT OF PAIN,Other
904805475,MARION,INDIANAPOLIS,9/23/25,2025,Pedalcyclist,COLLEGE AVE & NORTH ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.775134,-86.145327,COMPLAINT OF PAIN,Other
904806738,MARION,INDIANAPOLIS,9/25/25,2025,Pedalcyclist,BROKENHURST RD & FALL CREEK RD,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.865973,-86.068251,ABRASION,Other
904807948,MARION,INDIANAPOLIS,9/15/25,2025,Pedalcyclist,ZIONSVILLE RD & ,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.8794374,-86.2597225,CONTUSION/BRUISE,Other
904807964,MARION,SPEEDWAY,9/17/25,2025,Pedalcyclist,N HIGH SCHOOL RD & W 30TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (LIGHTED),CLEAR,DRY,39.809214,-86.270029,CRUSH INJURY,Fatal
904808046,MARION,INDIANAPOLIS,9/26/25,2025,Pedalcyclist,35TH & GRACELAND AVE ,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.81937,-86.162724,MINOR BLEEDING,Other
904810621,MARION,INDIANAPOLIS,9/30/25,2025,Pedalcyclist,E 38TH STREET & N IRVINGTON AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.8254232,-86.0768097,ABRASION,Other
904791569,MARION,INDIANAPOLIS,9/1/25,2025,Pedestrian,N MERIDIAN ST & W FALL CREEK PARKWAY N DR ,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,LEFT TURN,UNKNOWN,DARK (LIGHTED),CLEAR,DRY,39.8028045,-86.1566243,COMPLAINT OF PAIN,Other
904791696,MARION,INDIANAPOLIS,9/3/25,2025,Pedestrian,S MERIDIAN ST & W BRUNSWICK AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.681867,-86.158445,COMPLAINT OF PAIN,Other
904793350,MARION,INDIANAPOLIS,9/4/25,2025,Pedestrian,E 34TH ST & N KEYSTONE AVE,UNSAFE SPEED,RIGHT ANGLE,INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.818108,-86.122318,MINOR BLEEDING,Other
904793629,MARION,INDIANAPOLIS,9/2/25,2025,Pedestrian,W. WASHINGTON STREET & N. MERIDIAN STREE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.767073,-86.158175,UNCONSCIOUSNESS,SSI
904794348,MARION,INDIANAPOLIS,9/6/25,2025,Pedestrian,E 38TH ST. & ENGLEWOOD DR. ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.82588,-86.044546,MINOR BLEEDING,Other
904795150,MARION,INDIANAPOLIS,9/7/25,2025,Pedestrian,CONGRESS AVE & ,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.811947,-86.216741,COMPLAINT OF PAIN,Other
904797692,MARION,INDIANAPOLIS,9/11/25,2025,Pedalcyclist,91ST & MONON TR,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.919665,-86.136355,CONTUSION/BRUISE,Other
904797785,MARION,INDIANAPOLIS,9/12/25,2025,Pedestrian,E 42NDST & N GERMAN CHURCH RD,PEDESTRIAN ACTION,NON-COLLISION,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.833838,-85.971377,MINOR BLEEDING,Other
904799658,MARION,INDIANAPOLIS,9/13/25,2025,Pedestrian,LAFAYETTE RD,UNSAFE BACKING,BACKING CRASH,POSSIBLE,DARK (LIGHTED),CLEAR,DRY,39.838487,-86.245303,COMPLAINT OF PAIN,Other
904800885,MARION,INDIANAPOLIS,9/16/25,2025,Pedestrian,RIVER SIDE DR,WRONG WAY ON ONE WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.807722,-86.1924268,FRACTURE/DISLOCATION,SSI
904801596,MARION,INDIANAPOLIS,9/17/25,2025,Pedestrian,VIRGINIA AVE,PEDESTRIAN ACTION,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.763358,-86.15201,COMPLAINT OF PAIN,Other
904802417,MARION,INDIANAPOLIS,9/18/25,2025,Pedestrian,US 31 S & CARIBE MALL,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.666336,-86.148112,INTERNAL,SSI
904802732,MARION,INDIANAPOLIS,9/19/25,2025,Pedalcyclist,E 58TH STREET & HILLSIDE AVENUE ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.858651,-86.124546,ABRASION,Other
904803867,MARION,INDIANAPOLIS,9/20/25,2025,Pedestrian,E COUNTY LINE ROAD,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,WET,39.635824,-86.117972,ABRASION,Other
904804074,MARION,INDIANAPOLIS,9/21/25,2025,Pedestrian,MICHIGAN RD & DOUBLE TREE BLVD,PEDESTRIAN ACTION,RIGHT TURN,POSSIBLE,DARK (LIGHTED),CLEAR,DRY,39.905478,-86.21973,FRACTURE/DISLOCATION,SSI
904805203,MARION,INDIANAPOLIS,9/16/25,2025,Pedestrian,9200 DITCH RD & 9200 DITCH RD,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.920998,-86.184088,FRACTURE/DISLOCATION,SSI
904805614,MARION,INDIANAPOLIS,9/24/25,2025,Pedestrian,"1550 EAST COUNTY LINE ROAD, IN & ",FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.6380375,-86.1326677,COMPLAINT OF PAIN,Other
904806188,MARION,INDIANAPOLIS,9/23/25,2025,Pedestrian,W 16TH ST & N GOODLET AVE,PEDESTRIAN ACTION,NON-COLLISION,NON-INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.78785,-86.212439,MINOR BLEEDING,Other
904806353,MARION,INDIANAPOLIS,9/25/25,2025,Pedestrian,200 W MICHIGAN ST  & 500 N CAPITOLE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAWN/DUSK,FOG/SMOKE/SMOG,DRY,39.774178,-86.161363,COMPLAINT OF PAIN,Other
904806697,MARION,INDIANAPOLIS,9/25/25,2025,Pedestrian,E WASHINGTON ST & S STATE AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.767321,-86.130639,CONTUSION/BRUISE,Other
904806990,MARION,INDIANAPOLIS,9/26/25,2025,Pedestrian,WASHINGTON POINTE DR & S. MITTHOEFER RD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NON-COLLISION,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7738026,-85.9875484,NONE VISIBLE,Other
904808223,MARION,INDIANAPOLIS,9/27/25,2025,Pedalcyclist,W WASHINGTON ST & FULLER DR,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,REFUSED,DAYLIGHT,CLEAR,DRY,39.754489,-86.244858,CRUSH INJURY,SSI
904808933,MARION,INDIANAPOLIS,9/27/25,2025,Pedestrian,SHADELAND AVE,VIEW OBSTRUCTED,LEFT TURN,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.90244,-86.045657,CONTUSION/BRUISE,Other
904808990,MARION,INDIANAPOLIS,9/24/25,2025,Pedestrian,EAST 34TH STREET & BROUSE AVENUE,UNSAFE SPEED,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.818136,-86.122652,MINOR BLEEDING,Other
904809998,MARION,INDIANAPOLIS,9/28/25,2025,Pedestrian,N KEYSTONE AVE & KEYSTONE AVENUE,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.822124,-86.121738,FRACTURE/DISLOCATION,SSI
904810088,MARION,INDIANAPOLIS,9/28/25,2025,Pedestrian,E NEW YORK ST & N RANDOLPH ST,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.771109,-86.128265,INTERNAL,SSI
904810346,MARION,INDIANAPOLIS,9/27/25,2025,Pedestrian,E 21ST ST & N ARLINGTON AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.796303,-86.064601,INTERNAL,SSI
904810689,MARION,INDIANAPOLIS,9/30/25,2025,Pedestrian,200 N DELAWARE ST & 200 E OHIO ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAWN/DUSK,CLEAR,DRY,39.76988,-86.154415,COMPLAINT OF PAIN,Other
904850203,MARION,INDIANAPOLIS,11/3/25,2025,Pedalcycle,N ILLINOIS ST & W MICHIGAN ST,IMPROPER TURNING,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,37.9810646,-87.5657943,COMPLAINT OF PAIN,Other
904836874,MARION,INDIANAPOLIS,11/7/25,2025,Pedestrian,RACEWAY RD & 16TH ST ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.78659236,-86.32653539,MINOR BLEEDING,Other
904826815,MARION,INDIANAPOLIS,10/2/25,2025,Pedalcycle,KENTUCKY AVE & CAMBY RD,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.66197556,-86.30913885,COMPLAINT OF PAIN,Other
904844996,MARION,INDIANAPOLIS,11/18/25,2025,Pedalcycle,N GIRLS SCHOOL RD & ROLLING HILLS DR,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,WET,39.78351202,-86.28851997,COMPLAINT OF PAIN,Other
904844996,MARION,INDIANAPOLIS,11/18/25,2025,Pedestrian,N GIRLS SCHOOL RD & ROLLING HILLS DR,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,WET,39.78351202,-86.28851997,COMPLAINT OF PAIN,Other
904832091,MARION,INDIANAPOLIS,10/31/25,2025,Pedestrian,WOODCOTE DR & GRAYMONT DR,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RIGHT ANGLE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.6593876,-86.26118954,COMPLAINT OF PAIN,Other
904819958,MARION,INDIANAPOLIS,10/15/25,2025,Pedalcycle,W 96TH ST & ZIONSLVILLE RD,IMPROPER PASSING,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLOUDY,DRY,39.925127,-86.25989602,FRACTURE/DISLOCATION,SSI
904842223,MARION,INDIANAPOLIS,10/27/25,2025,Pedestrian,W 34TH ST & N ALLISON AV,PEDESTRIAN ACTION,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81656868,-86.24782486,INTERNAL,SSI
904824576,MARION,INDIANAPOLIS,10/23/25,2025,Pedalcycle,FORMULA ALLEY WAY & W 30TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.80901044,-86.22452946,COMPLAINT OF PAIN,Other
904837469,MARION,INDIANAPOLIS,11/9/25,2025,Pedestrian,LAFAYETTE ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),SNOW,WET,39.8071795,-86.2207223,COMPLAINT OF PAIN,Other
904813992,MARION,INDIANAPOLIS,10/7/25,2025,Pedestrian,LAFAYETTE ROAD & 30TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.80892874,-86.219834,COMPLAINT OF PAIN,Other
904835817,MARION,INDIANAPOLIS,11/6/25,2025,Pedestrian,W 86TH ST ,UNSAFE BACKING,BACKING CRASH,NOT REPORTED,DAYLIGHT,CLEAR,DRY,39.9097708,-86.2165534,,Other
904822466,MARION,INDIANAPOLIS,10/18/25,2025,Pedalcycle,N TIBBS AVE & W 16TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.78778487,-86.21646062,COMPLAINT OF PAIN,Other
904813730,MARION,INDIANAPOLIS,10/3/25,2025,Pedestrian,KESSLER BLVD & LAFAYETTE RD,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.8004946,-86.2109289,COMPLAINT OF PAIN,Other
904827013,MARION,INDIANAPOLIS,10/25/25,2025,Pedalcycle,KENTUCKY AVE & S CONCORD ST,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DARK (NOT LIGHTED),CLOUDY,DRY,39.72702746,-86.21076448,FRACTURE/DISLOCATION,SSI
904814996,MARION,INDIANAPOLIS,10/4/25,2025,Pedestrian,N. MICHIGAN RD. & COOPER RD,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.87901783,-86.2070172,INTERNAL,Fatal
904830741,MARION,INDIANAPOLIS,10/23/25,2025,Pedestrian,W 86TH ST & LAKE CIRCLE DR.,FAILURE TO YIELD RIGHT OF WAY,NON-COLLISION,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.91198041,-86.20693585,COMPLAINT OF PAIN,Other
